Layer,Name,GEOID,Longitude,Latitude,SNP_2018-2022,SNQ_2018-2022,TNF_2018-2022,UMP_2018-2022,VET_2018-2022,VHA_2018-2022,UNS_2018-2022,POP_2018-2022
Census tract,Tract 1001,17031100100,-87.78301360,41.98958400,10.442890442890445,88.57142857142857,7.365967365967366,3.0090563832895123,5.775614073910157,0.6281833616298811,1.9185059422750423,5890.0
Census tract,Tract 1002,17031100200,-87.79425890,41.99577340,10.171869519466854,71.68949771689498,1.0171869519466854,6.3011659637807,7.722007722007722,2.0355543493011266,2.9854797123083183,7564.0
Census tract,Tract 1003,17031100300,-87.80425970,41.98873300,1.4667168108311397,100.0,2.1436630312147424,1.5346181299072092,4.423566255627325,0.2903225806451613,6.258064516129032,6447.0
Census tract,Tract 1004,17031100400,-87.81804110,41.98896870,3.683385579937304,90.32258064516128,4.780564263322884,3.532136653155762,3.6580353473078495,0.4210526315789473,1.1127819548872182,3325.0
Census tract,Tract 1005,17031100500,-87.81973140,41.97804530,5.091217649554518,100.0,1.1030971574034791,2.17983651226158,4.556677890011223,1.1351909184726523,4.540763673890609,5814.0
Census tract,Tract 1006,17031100600,-87.79740070,41.97920490,10.6951871657754,89.82035928143712,5.775401069518717,3.095507738769347,5.679078489150817,1.7094017094017095,5.738705738705739,4914.0
Census tract,Tract 1007,17031100700,-87.79762950,41.97212350,3.50132625994695,90.76923076923076,4.084880636604774,9.721706864564007,4.750593824228028,1.6195085629188384,4.355919583023082,5372.0
Census tract,Tract 1101,17031110100,-87.76967290,41.98747560,6.216696269982238,88.51351351351352,2.575488454706927,4.176401869158879,3.4088360618972864,1.2119113573407203,8.067867036011082,5776.0
Census tract,Tract 1102,17031110200,-87.77344420,41.98006990,18.66359447004608,61.11111111111112,12.211981566820276,14.413341274568197,3.423499577345731,1.3824884792626728,4.891882311237151,2821.0
Census tract,Tract 1103,17031110300,-87.78323490,41.97529070,7.7790304396843295,39.49579831932773,3.3821871476888385,8.389012620638455,3.006765221748935,1.4328808446455503,4.600301659125189,5304.0
Census tract,Tract 1104,17031110400,-87.77261140,41.97295360,7.844155844155844,67.85714285714286,0.7792207792207793,4.467084639498433,3.341483292583537,1.5552099533437014,12.152854921128638,4501.0
Census tract,Tract 1105.01,17031110501,-87.76192490,41.97700230,8.612686952037132,57.72357723577236,2.4239298607529656,3.252299605781866,4.2833607907743,2.140612725844462,5.773762765121759,5097.0
Census tract,Tract 1105.02,17031110502,-87.75985230,41.97028650,11.233053582956746,72.45508982035929,1.6139444803098777,3.804347826086957,2.834589163975601,1.3303141805830738,12.086045853382394,3533.0
Census tract,Tract 1201,17031120100,-87.77500650,42.00198170,1.9450033534540576,100.0,0.5365526492287056,9.47986577181208,3.624671148786904,0.0,6.64089151694337,4400.0
Census tract,Tract 1202,17031120200,-87.75761080,41.99453190,2.405498281786942,60.0,0.572737686139748,1.4360938247965531,2.323555039209991,1.4651213645309424,4.657773890225235,4573.0
Census tract,Tract 1203,17031120300,-87.74006600,41.99111220,2.084972462627852,52.85714285714286,4.287962234461054,2.588801926550271,0.5687389684251815,0.7814720090934926,5.598181301506109,7046.0
Census tract,Tract 1204,17031120400,-87.75216240,41.97723540,13.237639553429029,95.18072289156626,6.539074960127592,6.4048620850864895,3.775545549012816,1.5119916579770596,9.436913451511993,3836.0
Census tract,Tract 1301,17031130100,-87.72080890,41.99110400,22.602739726027394,51.48514851485149,2.73972602739726,4.054054054054054,2.798459563543004,0.4688832054560955,5.072463768115942,4895.0
Census tract,Tract 1302,17031130200,-87.73757330,41.98183780,7.032348804500703,65.38461538461539,2.9535864978902957,0.0,1.9464720194647205,0.4530744336569579,4.919093851132686,1545.0
Census tract,Tract 1303,17031130300,-87.71339150,41.98655890,14.899553571428571,50.0,2.9017857142857144,4.814004376367615,1.3771996939556237,1.646825396825397,14.841269841269842,5040.0
Census tract,Tract 1401,17031140100,-87.70580500,41.97120140,8.95397489539749,67.11409395973155,4.2677824267782425,2.1760154738878144,0.258493353028065,0.5681818181818182,11.789772727272728,3520.0
Census tract,Tract 1402,17031140200,-87.71300430,41.97069490,19.71326164874552,43.51851851851852,9.67741935483871,7.835400225479143,0.8622341444721212,0.3708281829419036,15.26576019777503,6603.0
Census tract,Tract 1403.01,17031140301,-87.72316950,41.96920550,11.71270718232044,74.01129943502825,1.7679558011049723,7.176196032672112,0.3911342894393742,0.0,30.845942228335627,2908.0
Census tract,Tract 1403.02,17031140302,-87.72375610,41.97249380,10.50642479213908,52.02702702702703,0.6046863189720333,4.715025906735751,6.24772974936433,1.442468970144247,14.693056021469303,3311.0
Census tract,Tract 1404,17031140400,-87.73894290,41.97153710,11.476190476190476,65.47619047619048,2.142857142857143,4.510489510489511,3.1735889243876465,0.6767044493317543,5.396717983420741,5911.0
Census tract,Tract 1405,17031140500,-87.73183190,41.96536190,11.346444780635402,100.0,1.5128593040847202,3.6855036855036856,2.121095256459699,0.8199306212551246,18.196152633238725,3171.0
Census tract,Tract 1406.01,17031140601,-87.72589090,41.96464710,20.33898305084746,49.15254237288136,1.2106537530266344,11.225144323284155,1.7395392571697226,1.7016654598117305,22.1578566256336,2762.0
Census tract,Tract 1406.02,17031140602,-87.72101660,41.96465200,28.380731282646547,45.707656612529,0.6964596633778294,10.248565965583174,0.9750501864066532,0.5103125664469488,24.34616202423985,4703.0
Census tract,Tract 1407.01,17031140701,-87.71265240,41.96703750,10.579576816927323,45.33333333333333,0.9199632014719412,4.187758858720662,1.7758484609313336,1.839464882943144,30.434782608695656,2990.0
Census tract,Tract 1407.02,17031140702,-87.71357530,41.96354820,15.194681861348528,79.09604519774011,2.8964862298195637,4.747103701610624,1.0295434198746642,0.2153625269203158,22.505384063173008,5572.0
Census tract,Tract 1408,17031140800,-87.70284690,41.96451440,9.101654846335698,77.71739130434783,3.309692671394799,9.157509157509155,0.3142183817753339,0.0,22.086284610431424,6212.0
Census tract,Tract 1502,17031150200,-87.75241310,41.96067470,9.761549925484353,70.08310249307479,2.943368107302533,6.537890044576524,2.909029762905667,1.0050943136444996,11.95098444169076,7263.0
Census tract,Tract 1503,17031150300,-87.76228590,41.96051790,11.472213194670132,56.15384615384615,0.0,6.271043771043772,3.3736582041233603,1.168866886688669,3.919141914191419,7272.0
Census tract,Tract 1504.01,17031150401,-87.77226480,41.96456760,13.486842105263158,71.49321266968326,2.138157894736842,6.925795053003533,2.7991082486995293,0.5441119315973572,11.2320248736883,5146.0
Census tract,Tract 1504.02,17031150402,-87.77204360,41.95679790,16.69139465875371,55.10204081632652,1.8545994065281897,3.848003848003848,0.6447234475738038,0.2027883396704689,10.11406844106464,3945.0
Census tract,Tract 1505.01,17031150501,-87.78196390,41.96447620,5.548128342245989,75.72815533980582,2.406417112299465,6.032171581769437,4.00121248863292,0.7265179034769071,4.903995848469124,3854.0
Census tract,Tract 1505.02,17031150502,-87.78184140,41.95677840,6.705729166666667,94.11764705882352,1.8229166666666667,1.1965025310630464,1.96513470681458,1.2142676448267138,13.711105489501644,3953.0
Census tract,Tract 1506,17031150600,-87.77175780,41.94947310,7.681564245810056,58.57142857142858,5.656424581005587,5.441354292623942,1.6299426501660126,0.8761543926118873,8.998342410608572,4223.0
Census tract,Tract 1507,17031150700,-87.76195800,41.94959150,6.150506512301012,82.35294117647058,1.664254703328509,4.7683310841205575,3.284223449969306,1.0330114529530654,12.777902537615091,4453.0
Census tract,Tract 1508,17031150800,-87.75211820,41.94970860,9.950556242274413,71.55963302752293,2.781211372064277,6.471389645776567,1.3839959738298944,0.6640959725792631,23.736075407026565,4668.0
Census tract,Tract 1510.01,17031151001,-87.75435270,41.94238260,18.735891647855528,52.57731958762887,1.805869074492099,6.158940397350993,0.8587786259541985,0.4616477272727273,16.974431818181817,2816.0
Census tract,Tract 1510.02,17031151002,-87.74715540,41.94249170,9.4147582697201,65.21739130434783,0.826972010178117,8.345808383233532,2.3361976369495165,0.6336876533115291,26.430907604251843,4892.0
Census tract,Tract 1511,17031151100,-87.76171750,41.94229030,12.183288409703504,63.54166666666666,2.803234501347709,3.4368803701255786,2.644512052422186,0.899577749219754,22.54451991922159,5447.0
Census tract,Tract 1512,17031151200,-87.77149530,41.94216900,9.22038980509745,68.29268292682927,0.0,3.1179394487121552,1.6608391608391608,0.9861932938856016,15.877712031558186,4057.0
Census tract,Tract 1601,17031160100,-87.74279560,41.96462820,7.03125,66.66666666666666,1.3671875,3.5596572181938035,2.3047977422389465,0.5803409503083061,5.585781646717447,2757.0
Census tract,Tract 1602,17031160200,-87.73839810,41.95879310,1.4106583072100314,59.25925925925925,4.93730407523511,4.718875502008032,3.855050115651504,0.1202284340246468,2.28434024646829,3356.0
Census tract,Tract 1603,17031160300,-87.73089580,41.95726810,12.320764737121614,54.646840148698885,1.486988847583643,9.255363904080774,2.1516054286660045,0.6932889628397115,7.265668330560178,3685.0
Census tract,Tract 1604,17031160400,-87.72282380,41.95736570,14.088529271775348,53.90625,3.2841504045692527,6.240393482938825,3.841325633944263,1.411719203248888,15.548249854960355,5171.0
Census tract,Tract 1605.01,17031160501,-87.71297320,41.95920980,23.2469512195122,17.355371900826448,0.0,9.37019969278034,0.6116207951070336,1.0091743119266057,14.862385321100918,3270.0
Census tract,Tract 1605.02,17031160502,-87.71308760,41.95558410,6.614785992217899,80.45112781954887,4.863813229571985,3.80653828929691,1.4581213970837572,0.5234297108673979,16.375872382851444,4012.0
Census tract,Tract 1606.01,17031160601,-87.70329360,41.95939800,2.956989247311828,62.264150943396224,1.2096774193548387,3.0511811023622046,1.0178117048346056,0.765900765900766,4.12920412920413,3003.0
Census tract,Tract 1606.02,17031160602,-87.70046350,41.95668140,12.5,68.69158878504673,5.583756345177665,2.5735294117647056,0.8302889405513119,0.2129358530742613,7.159968059622039,3757.0
Census tract,Tract 1607,17031160700,-87.70213470,41.95121770,10.853658536585366,49.375,1.5447154471544715,5.10554737358861,3.5957240038872693,0.7542220036071487,6.394490900147565,6265.0
Census tract,Tract 1608,17031160800,-87.71281460,41.95021310,11.272141706924316,82.85714285714286,2.361782071927,9.38365650969529,0.9185700099304868,0.3246753246753247,18.964858670741023,5236.0
Census tract,Tract 1609,17031160900,-87.72260820,41.95008210,4.40771349862259,54.54545454545454,7.988980716253444,5.51543007222587,2.929292929292929,0.4545454545454545,5.12396694214876,2420.0
Census tract,Tract 1610,17031161000,-87.73068290,41.94997660,6.875000000000001,66.66666666666666,2.5,5.862923203963667,2.238314680710994,1.1077542799597182,10.02014098690836,1986.0
Census tract,Tract 1611,17031161100,-87.73815500,41.94988000,8.311345646437996,30.303030303030305,0.9234828496042216,5.124099279423539,2.065289806795469,0.5434782608695652,1.6304347826086956,2024.0
Census tract,Tract 1612,17031161200,-87.73857010,41.94254890,17.137648131267092,69.77777777777779,2.8258887876025525,7.5,3.727272727272727,0.591715976331361,11.451444483118692,2873.0
Census tract,Tract 1613,17031161300,-87.73100230,41.94269940,13.55170199100835,67.22972972972973,6.61528580603725,6.116642958748222,1.7433751743375174,0.5100671140939597,13.530201342281876,3769.0
Census tract,Tract 1701,17031170100,-87.79481680,41.95585960,3.2286212914485164,94.21221864951768,1.7452006980802792,6.0227272727272725,2.592780884595831,0.6718346253229974,6.253229974160207,2030.0
Census tract,Tract 1702,17031170200,-87.78151880,41.94935280,12.5,86.51685393258427,1.973684210526316,4.407995899538698,3.400893163861216,0.906183368869936,5.6236673773987205,3752.0
Census tract,Tract 1703,17031170300,-87.79682780,41.94912480,2.6359143327841847,91.12903225806453,1.5376166941241076,3.832616347281971,3.3157498116051247,0.9041591320072332,10.227044404259594,4981.0
Census tract,Tract 1704,17031170400,-87.81271070,41.94890810,5.642256902761105,75.71428571428571,2.4009603841536618,7.28910728910729,3.551008125188083,1.2785159187766355,10.328403108548509,3989.0
Census tract,Tract 1705,17031170500,-87.82889570,41.95007790,6.7763794772507255,87.01298701298701,0.968054211035818,2.693249387897866,4.545454545454546,0.7362914163921721,4.940902925789575,5161.0
Census tract,Tract 1706,17031170600,-87.83070160,41.94129430,4.008438818565401,67.6056338028169,2.9535864978902957,5.066250974279034,5.095213587236232,2.4899598393574296,11.04417670682731,2490.0
Census tract,Tract 1707,17031170700,-87.82216400,41.94148660,7.112253641816624,100.0,2.1422450728363325,5.334987593052109,1.5842349304482226,0.9509202453987732,6.993865030674846,3260.0
Census tract,Tract 1708,17031170800,-87.81237130,41.94157610,8.555783709787816,76.19047619047619,1.3689253935660506,6.069485140226036,0.462820117247763,0.0,12.571713644300326,4009.0
Census tract,Tract 1709,17031170900,-87.81160570,41.93619580,9.049079754601228,69.38775510204081,0.0,14.369747899159664,6.234567901234568,0.5076142131979695,29.49238578680203,1970.0
Census tract,Tract 1710,17031171000,-87.79652380,41.94180720,5.452562704471101,90.82568807339447,2.689930934205744,5.599800895968143,2.436823104693141,0.8786059452335628,7.204568750915215,6829.0
Census tract,Tract 1711,17031171100,-87.78128650,41.94205280,10.114942528735632,75.40983606557377,0.7662835249042145,2.800875273522976,4.1040100250626566,1.0480136485498417,10.626370948086766,4103.0
Census tract,Tract 1801,17031180100,-87.79863170,41.93448510,9.372156505914468,85.2760736196319,1.364877161055505,1.7543859649122806,5.439248679319116,2.062015503875969,6.6356589147286815,6544.0
Census tract,Tract 1901,17031190100,-87.74438890,41.93521760,25.247524752475247,100.0,2.103960396039604,4.351145038167939,3.1028851388132823,1.3686911890504705,16.5098374679213,2338.0
Census tract,Tract 1902,17031190200,-87.75164890,41.93511360,30.0187617260788,48.54368932038835,1.188242651657286,8.036558462023322,2.903730176457449,0.7340389211334927,21.35541140320929,5858.0
Census tract,Tract 1903,17031190300,-87.76146350,41.93498640,30.47808764940239,28.57142857142857,12.5,3.949175824175824,1.256281407035176,0.3781433163168841,14.445074683304972,5289.0
Census tract,Tract 1904.01,17031190401,-87.78095240,41.93472760,11.65884194053208,74.13793103448276,4.147104851330203,5.48172757475083,1.5060240963855422,0.7283321194464676,14.590920126244232,4119.0
Census tract,Tract 1904.02,17031190402,-87.77123180,41.93485960,6.33763320246775,80.99173553719008,1.4582164890633762,3.706422018348624,4.205483098216662,1.1233660130718954,13.827614379084968,4896.0
Census tract,Tract 1906.01,17031190601,-87.78046060,41.92741460,23.34669338677355,100.0,6.212424849699398,10.626945309026231,0.5710659898477157,0.2508780732563974,19.16708479678876,3986.0
Census tract,Tract 1906.02,17031190602,-87.77073710,41.92756040,8.88468809073724,39.66480446927375,1.5752993068683048,2.966432474629196,2.4203507038775007,1.2755580566497842,13.205777527668356,5554.0
Census tract,Tract 1907.01,17031190701,-87.76142170,41.92979590,19.630484988452658,46.3768115942029,3.695150115473441,2.4763292061179896,2.838317283324886,1.3403880070546736,12.94532627865961,2835.0
Census tract,Tract 1907.02,17031190702,-87.76103950,41.92616310,19.800664451827245,52.70655270655271,3.255813953488372,3.110704483074108,1.5453194650817237,1.7420862545145528,20.60760569364776,4707.0
Census tract,Tract 1908,17031190800,-87.75136240,41.92781860,18.84498480243161,51.7162471395881,4.609929078014184,5.928594824762529,0.6748207507380852,0.2975698462555794,20.5653827078856,6049.0
Census tract,Tract 1909,17031190900,-87.74410480,41.92792250,28.084415584415584,52.52525252525253,10.38961038961039,5.742821473158552,0.5043227665706052,0.0,11.396468699839486,1869.0
Census tract,Tract 1910,17031191000,-87.74380100,41.91922970,20.365535248041773,61.97183098591549,6.78851174934726,3.653693407466243,5.263157894736842,3.364632237871674,17.018779342723008,2556.0
Census tract,Tract 1911,17031191100,-87.75097630,41.91962930,24.871794871794872,45.825932504440495,3.435897435897436,1.408987052551409,2.089337175792507,0.0,16.162983010073674,6651.0
Census tract,Tract 1912,17031191200,-87.76082690,41.92014320,27.752502274795276,65.35714285714286,1.637852593266606,6.4094955489614245,2.1645021645021645,0.9271523178807948,23.04635761589404,3775.0
Census tract,Tract 1913.01,17031191301,-87.78026550,41.92015220,18.181818181818183,49.42528735632184,3.2158317872603583,0.6371963361210673,1.7388978063135367,0.6524659374400307,16.983304548071388,5211.0
Census tract,Tract 1913.02,17031191302,-87.77053340,41.92022890,28.91466445733223,38.73873873873874,2.568351284175642,4.6300302899177845,2.4931590148981453,0.9236314485244426,16.91822482541113,4439.0
Census tract,Tract 2001,17031200100,-87.73762260,41.93505520,14.946070878274268,56.41025641025641,0.9244992295839756,7.549068948163059,1.709090909090909,0.0,8.947081287506819,3666.0
Census tract,Tract 2002,17031200200,-87.73562820,41.92785230,16.42246642246642,39.02439024390244,5.1892551892551895,2.82413350449294,1.7558765222316624,0.1803833145434047,19.59413754227734,4435.0
Census tract,Tract 2003,17031200300,-87.73412640,41.92348060,19.19191919191919,67.20430107526882,9.523809523809524,5.337361530715005,2.0779220779220777,0.0,20.578778135048232,1866.0
Census tract,Tract 2004.01,17031200401,-87.73754190,41.91982850,20.480668756530825,69.375,5.329153605015674,5.695830886670581,1.708706265256306,1.0603829160530192,16.17083946980854,3408.0
Census tract,Tract 2004.02,17031200402,-87.72967890,41.91963480,16.83093252463988,97.43589743589745,0.0,4.343182627269491,0.7036747458952306,0.3154574132492113,17.42902208201893,5072.0
Census tract,Tract 2101,17031210100,-87.70054420,41.94465710,5.892648774795799,65.9090909090909,1.3418903150525088,1.7047391749062395,1.3306908267270667,0.6437768240343348,10.252742012398665,4194.0
Census tract,Tract 2104,17031210400,-87.73030570,41.93574500,11.33177570093458,61.36363636363637,1.4018691588785046,12.226415094339622,1.5053763440860215,0.4534212695795548,17.55976916735367,2491.0
Census tract,Tract 2105.01,17031210501,-87.72233010,41.93740130,10.551724137931034,76.85714285714286,4.137931034482759,5.519317611640743,0.0,0.0,17.27145847871598,2866.0
Census tract,Tract 2105.02,17031210502,-87.72205240,41.93378460,13.7434554973822,82.32758620689656,7.133507853403141,2.8208744710860367,1.9744160177975527,0.4079782411604714,18.31368993653672,4412.0
Census tract,Tract 2106.01,17031210601,-87.71221400,41.93763560,11.081081081081082,71.42857142857143,6.396396396396396,10.76998050682261,3.98505603985056,1.0294639687610934,8.30670926517572,2818.0
Census tract,Tract 2106.02,17031210602,-87.71257200,41.93416300,16.859403530127814,16.233766233766232,2.7388922702373706,3.8474991255683806,1.689890305366143,0.0,9.766162310866576,4362.0
Census tract,Tract 2107,17031210700,-87.70384010,41.93570290,8.36734693877551,97.0873786407767,1.7006802721088436,5.263157894736842,1.4248704663212437,0.8055853920515575,13.292158968850698,3724.0
Census tract,Tract 2108,17031210800,-87.69893340,41.93574550,6.59090909090909,57.692307692307686,0.0,8.820023837902264,3.767491926803014,1.76678445229682,21.02473498233216,1142.0
Census tract,Tract 2109,17031210900,-87.69311820,41.93483720,11.028917283120377,63.30275229357798,2.757229320780094,10.284742881427963,0.93964582580412,0.0,5.356017643352237,3174.0
Census tract,Tract 2203,17031220300,-87.69508630,41.92846470,4.905239687848384,43.90243902439025,2.898550724637681,2.169491525423729,1.384083044982699,0.3546099290780142,3.2928064842958458,1998.0
Census tract,Tract 2204,17031220400,-87.69996840,41.92843140,13.427856547122602,34.319526627218934,5.504587155963304,5.422023476802683,1.2163336229365769,0.2621722846441948,1.872659176029963,2670.0
Census tract,Tract 2205,17031220500,-87.70498770,41.92833430,7.963936889556725,68.42105263157895,6.08564988730278,6.097560975609756,1.0208248264597797,0.2846975088967972,2.135231316725979,2810.0
Census tract,Tract 2206.01,17031220601,-87.71288360,41.92582520,8.807588075880759,46.66666666666666,7.046070460704606,1.2935323383084576,1.591089896579157,0.3250975292587776,2.665799739921977,1538.0
Census tract,Tract 2206.02,17031220602,-87.71208600,41.92939600,13.99304213374565,69.86666666666666,5.604947816003093,4.656084656084656,5.0892619237942975,1.4381813964277428,4.964045465089306,4316.0
Census tract,Tract 2207.01,17031220701,-87.72156510,41.92615540,10.539845758354756,80.37383177570094,1.456726649528706,6.07074569789675,2.032988108937476,1.1699707507312318,13.68215794605135,3077.0
Census tract,Tract 2207.02,17031220702,-87.72423130,41.92936870,8.145896656534953,53.125,4.316109422492401,5.370942812982999,0.6525792417650715,0.0,12.06502413004826,3959.0
Census tract,Tract 2209.01,17031220901,-87.72124830,41.91918160,20.42711234911792,51.80180180180181,1.9498607242339836,7.773109243697479,0.6392329204954055,0.0,14.045307443365695,3090.0
Census tract,Tract 2209.02,17031220902,-87.72183570,41.92271120,19.41649899396378,43.35664335664335,8.048289738430583,4.468949506674405,0.0,0.0,8.077645585472762,3194.0
Census tract,Tract 2210,17031221000,-87.71525260,41.92096040,13.901760889712698,71.42857142857143,1.0194624652455977,6.489841986455983,1.132897603485839,1.0112796577207313,22.287047841306883,2571.0
Census tract,Tract 2211,17031221100,-87.71036090,41.92102050,12.076806467913087,52.24913494809689,3.991915108640728,5.337465564738292,0.7401735579377233,0.2805049088359046,9.700794763908368,4542.0
Census tract,Tract 2212,17031221200,-87.70464990,41.92108310,10.24,19.78021978021978,1.68,3.3847685415629667,3.871773522064946,0.4537521815008726,3.944153577661431,2865.0
Census tract,Tract 2213,17031221300,-87.69975410,41.92112560,3.0821917808219177,93.22033898305084,0.6164383561643836,4.354280059376546,0.0,0.0,12.188641647293258,3011.0
Census tract,Tract 2214,17031221400,-87.69453200,41.92080130,6.336633663366337,83.33333333333334,2.376237623762376,3.929188255613126,1.8688024408848207,0.0,6.84398313331171,3083.0
Census tract,Tract 2215,17031221500,-87.68995130,41.92164680,14.0625,70.0,1.5625,0.9810333551340744,1.944821347806423,0.0,7.986989519335019,2767.0
Census tract,Tract 2216,17031221600,-87.68509710,41.92124780,2.3190442726633878,85.91549295774648,1.4757554462403373,3.942181340341656,0.5617977528089888,0.1475361463558571,2.4786072587784007,3389.0
Census tract,Tract 2222,17031222200,-87.68382620,41.91590950,1.3986013986013983,100.0,0.0,2.5489033787788973,0.6666666666666667,0.5349977708426215,6.5983058403923325,2243.0
Census tract,Tract 2225,17031222500,-87.69958740,41.91568250,11.72291296625222,44.0,1.5985790408525755,2.845528455284553,1.3392857142857142,0.544959128065395,4.223433242506812,1468.0
Census tract,Tract 2226,17031222600,-87.70447980,41.91563880,6.388526727509778,100.0,0.7822685788787485,5.785837651122625,2.6686434395848777,0.3109452736318408,12.251243781094526,1608.0
Census tract,Tract 2227,17031222700,-87.71020580,41.91550090,13.30049261083744,56.99999999999999,3.817733990147784,2.58272800645682,2.827289489858636,0.3184713375796179,16.19654231119199,2202.0
Census tract,Tract 2228,17031222800,-87.71509530,41.91543490,12.610619469026547,29.82456140350877,3.0973451327433628,11.904761904761903,0.0,0.0,10.361216730038022,1052.0
Census tract,Tract 2229,17031222900,-87.72007440,41.91556440,17.066666666666666,0.0,6.4,9.133858267716535,1.076555023923445,0.0,7.099391480730223,986.0
Census tract,Tract 2301,17031230100,-87.70436550,41.91200800,7.051282051282051,58.490566037735846,3.685897435897436,6.331658291457286,0.0,0.0,11.124694376528115,1636.0
Census tract,Tract 2302,17031230200,-87.71008440,41.91186880,12.794117647058822,76.81159420289855,1.3235294117647058,2.8620988725065044,0.0,0.0,5.71573090541224,1977.0
Census tract,Tract 2303,17031230300,-87.71498840,41.91178660,21.428571428571427,0.0,4.761904761904762,5.2,3.5031847133757963,0.0,12.817679558011047,905.0
Census tract,Tract 2304,17031230400,-87.72155190,41.91182020,14.884979702300406,54.3010752688172,2.571041948579161,3.990877993158495,4.334170854271357,1.7958412098298675,8.601134215500945,2116.0
Census tract,Tract 2305,17031230500,-87.73394340,41.91168920,56.120826709062,8.623853211009175,8.664546899841017,8.829568788501026,0.0850340136054421,0.0649350649350649,17.792207792207794,3080.0
Census tract,Tract 2306,17031230600,-87.73399860,41.90615500,28.42415316642121,15.249266862170089,1.7673048600883652,13.05769679981313,1.550387596899225,0.1782332627826668,29.16341762281386,8977.0
Census tract,Tract 2307,17031230700,-87.72153970,41.90632290,41.49625935162094,26.65847665847666,3.391521197007481,11.308562197092083,2.2839345964183755,0.9353888792655464,21.202147930019056,5773.0
Census tract,Tract 2308,17031230800,-87.71495300,41.90583960,28.7292817679558,29.268292682926827,6.077348066298343,7.3643410852713185,0.8631319358816275,0.0,16.812439261418856,1029.0
Census tract,Tract 2309,17031230900,-87.71035050,41.90669180,19.219367588932805,40.17595307917888,2.9644268774703555,6.325301204819277,3.4544524053224155,0.917805425249847,12.29859269834795,4903.0
Census tract,Tract 2311,17031231100,-87.71506840,41.89925420,32.057416267942585,42.5531914893617,8.133971291866029,4.895104895104895,2.459791863765374,1.027900146842878,21.80616740088106,1362.0
Census tract,Tract 2312,17031231200,-87.72131530,41.89906140,48.21944177093359,20.058997050147493,10.779595765158806,11.119968114786769,1.273284602688045,0.9232835319791842,9.484639919422529,5957.0
Census tract,Tract 2315,17031231500,-87.71865250,41.89173570,36.48648648648648,54.78036175710594,0.0,24.411541381928625,2.983704383750287,0.6885866758478224,17.076949561025994,5809.0
Census tract,Tract 2402,17031240200,-87.67018160,41.91244170,11.097410604192357,8.51063829787234,5.055487053020962,3.5056967572305,0.4536616979909267,0.0,4.27263479145473,1966.0
Census tract,Tract 2403,17031240300,-87.67506770,41.91236930,0.0,100.0,0.0,0.9456264775413712,0.9578544061302682,0.3937007874015747,1.0236220472440944,1272.0
Census tract,Tract 2405,17031240500,-87.68362670,41.91196830,0.680786686838124,100.0,1.739788199697428,1.2345679012345678,0.675371454299865,0.0,0.0,2515.0
Census tract,Tract 2406,17031240600,-87.68971110,41.91213410,1.5427769985974753,93.75,0.0,3.535811423390753,0.9287925696594428,0.0,6.406345332519829,1639.0
Census tract,Tract 2407,17031240700,-87.69459860,41.91208780,12.133891213389122,48.36065573770492,5.02092050209205,1.990950226244344,1.7751479289940828,0.9179926560587516,5.385556915544676,1634.0
Census tract,Tract 2408,17031240800,-87.69948760,41.91204830,11.009174311926609,27.380952380952383,2.599388379204893,2.7105517909002903,2.559867877786953,0.5427408412483039,3.8670284938941655,1480.0
Census tract,Tract 2409,17031240900,-87.69862330,41.90484480,13.992537313432834,28.57142857142857,0.7462686567164178,2.442528735632184,0.6688963210702341,0.5489478499542544,6.221408966148216,1093.0
Census tract,Tract 2410,17031241000,-87.69453420,41.90796860,19.249394673123486,38.67924528301887,0.7263922518159807,4.327666151468315,0.4347826086956521,0.4273504273504274,11.904761904761903,1792.0
Census tract,Tract 2411,17031241100,-87.68958010,41.90664030,11.26943005181347,64.2156862745098,2.461139896373057,4.748822605965463,1.0142630744849446,0.5205479452054794,6.958904109589041,3650.0
Census tract,Tract 2412,17031241200,-87.68468570,41.90670700,12.888377445339472,35.39823008849557,0.0,2.779864763335838,2.6957637997432604,0.5300353356890459,1.5901060070671376,1698.0
Census tract,Tract 2413,17031241300,-87.68102500,41.90677160,6.388526727509778,50.0,0.0,2.4031007751937983,3.314571607254534,0.6857142857142857,0.0,1888.0
Census tract,Tract 2414,17031241400,-87.67531370,41.90603120,5.685483870967742,93.30357142857144,0.0,3.781902552204176,0.9140767824497258,0.0,2.4892550143266474,5584.0
Census tract,Tract 2415,17031241500,-87.67092980,41.90837400,3.783783783783784,47.31182795698925,2.007722007722008,4.24675905230219,1.645925331192292,1.0626992561105209,4.1091037902940135,2823.0
Census tract,Tract 2416,17031241600,-87.66532770,41.90670970,4.6415981198589895,87.17948717948718,0.5875440658049353,2.9706513958482463,0.3123048094940662,0.0,5.092728878422137,3397.0
Census tract,Tract 2420,17031242000,-87.66495360,41.89973710,12.051971326164876,70.19867549668875,6.048387096774194,5.121875964208577,1.8536826495304008,2.169940612151667,1.0735495660118777,4378.0
Census tract,Tract 2421,17031242100,-87.66983750,41.89966980,4.1000000000000005,71.83098591549296,0.4499999999999999,3.906522497384025,0.6642512077294686,0.2881844380403458,4.689546764474718,3817.0
Census tract,Tract 2422,17031242200,-87.67471880,41.89958930,3.139717425431711,52.702702702702695,1.098901098901099,0.1910828025477707,0.2307470435535044,0.0,2.8400597907324365,4014.0
